Order Date,Product,Category,Sales,Quantity,Region,Customer ID,Profit
2023-04-28,Printer,Office,4669.15,5,North,CUST0821,2062.74
2023-03-15,Charger,Accessories,4958.32,10,South,CUST0781,1706.43
2021-08-03,Tablet,Technology,2170.73,3,East,CUST0334,864.17
2023-08-30,SSD,Storage,793.96,2,South,CUST0491,333.63
2021-04-11,Headphones,Accessories,1019.46,2,West,CUST0607,409.56
2023-08-21,Laptop,Technology,1625.96,5,South,CUST0328,509.11
2022-07-27,Hard Drive,Storage,2569.03,4,North,CUST0001,928.07
2022-10-20,RAM,Components,655.98,2,North,CUST0360,99.11
2023-07-28,Router,Office,1543.5,9,East,CUST0627,531.61
2023-12-23,Laptop,Technology,1573.58,9,Central,CUST0337,437.08
2021-08-14,Keyboard,Accessories,70.22,9,North,CUST0553,24.11
2021-04-15,Tablet,Technology,1803.14,4,North,CUST0187,646.11
2023-02-11,Graphics Card,Technology,624.95,8,Central,CUST0269,112.1
2022-03-05,Motherboard,Technology,2177.07,18,South,CUST0950,897.74
2022-03-10,Motherboard,Technology,1022.86,9,North,CUST0431,207.35
2023-11-18,RAM,Components,4119.47,3,East,CUST0539,630.85
2022-11-13,Phone,Technology,448.6,6,South,CUST0973,125.12
2022-08-11,SSD,Storage,4335.02,19,South,CUST0123,766.86
2023-12-29,USB Cable,Accessories,2923.61,5,North,CUST0552,1277.01
2023-05-16,USB Cable,Accessories,2320.27,17,South,CUST0219,545.6
2023-01-16,RAM,Components,2771.22,19,South,CUST0416,601.58
2023-05-14,Webcam,Accessories,1911.74,3,East,CUST0766,437.02
2022-01-03,Speaker,Accessories,681.68,8,South,CUST0186,160.2
2021-09-08,Webcam,Accessories,3841.11,9,North,CUST0588,648.27
2023-05-09,Router,Office,4643.16,8,North,CUST0939,1448.68
2023-05-06,Laptop,Technology,4752.83,14,Central,CUST0564,738.6
2022-07-15,Charger,Accessories,3370.02,10,West,CUST0205,1260.49
2021-10-21,Printer,Office,2081.22,17,Central,CUST0336,791.53
2023-07-08,Keyboard,Accessories,2417.88,3,East,CUST0802,652.61
2022-03-09,Printer,Office,3301.98,3,East,CUST0390,1456.98
2021-02-28,RAM,Components,4124.21,3,North,CUST0304,1585.92
2023-08-27,Motherboard,Technology,1904.11,4,West,CUST0914,355.92
2023-04-16,Webcam,Accessories,4588.07,17,Central,CUST0849,2036.89
2021-07-18,Speaker,Accessories,1655.15,14,West,CUST0679,667.91
2021-08-03,Monitor,Technology,2677.76,2,North,CUST0512,967.2
2023-06-17,Router,Office,4808.74,12,South,CUST0974,1663.99
2022-04-17,USB Cable,Accessories,4694.08,5,North,CUST0775,1555.74
2021-09-04,Hard Drive,Storage,3493.94,2,North,CUST0774,1562.03
2022-01-17,Phone,Technology,1656.57,12,West,CUST0972,486.28
2023-09-18,Monitor,Technology,1134.22,9,East,CUST0226,226.56
2023-07-16,Headphones,Accessories,446.71,9,South,CUST0821,106.47
2022-07-14,Graphics Card,Technology,3557.84,1,South,CUST0513,934.16
2023-12-11,RAM,Components,2542.08,7,East,CUST0029,622.63
2022-11-20,USB Cable,Accessories,2882.82,18,West,CUST0604,458.67
2022-01-15,Motherboard,Technology,2388.34,10,West,CUST0965,411.08
2022-04-19,Charger,Accessories,2440.58,15,East,CUST0981,369.7
2022-11-28,Laptop,Technology,2877.8,9,Central,CUST0615,1017.97
2023-06-30,SSD,Storage,4575.6,11,West,CUST0512,1598.49
2023-08-18,Tablet,Technology,195.36,1,East,CUST0635,33.3
2022-04-23,Mouse,Accessories,4018.1,11,Central,CUST0614,982.65
2023-10-01,Hard Drive,Storage,1983.06,1,North,CUST0354,465.83
2023-07-15,Mouse,Accessories,3737.38,5,South,CUST0725,1069.19
2022-12-08,Laptop,Technology,4745.21,18,East,CUST0472,1222.41
2023-05-04,Mouse,Accessories,1566.12,1,West,CUST0689,620.42
2023-10-14,Webcam,Accessories,493.3,10,South,CUST0315,204.62
2023-01-24,SSD,Storage,1199.88,13,Central,CUST0909,254.15
2022-05-18,Hard Drive,Storage,1149.36,8,South,CUST0557,214.13
2023-03-28,RAM,Components,3722.15,13,East,CUST0942,1495.53
2022-08-11,RAM,Components,356.2,2,North,CUST0890,107.02
2022-12-09,Laptop,Technology,302.12,12,Central,CUST0279,74.72
2023-12-04,Monitor,Technology,3483.36,13,Central,CUST0288,576.21
2021-07-26,Router,Office,2805.76,8,Central,CUST0840,931.06
2021-05-31,Motherboard,Technology,2117.95,15,South,CUST0367,449.68
2022-10-30,Phone,Technology,2898.07,7,North,CUST0331,467.48
2022-06-12,Monitor,Technology,3689.48,7,East,CUST0397,1045.76
2021-06-14,SSD,Storage,562.18,17,East,CUST0821,185.04
2023-07-06,Monitor,Technology,2788.77,19,South,CUST0788,561.69
2023-10-07,RAM,Components,4130.86,3,East,CUST0385,1426.95
2021-02-06,SSD,Storage,1844.02,7,East,CUST0825,381.1
2021-11-29,Motherboard,Technology,3826.94,12,North,CUST0578,597.85
2022-02-07,Headphones,Accessories,4234.83,14,South,CUST0511,824.44
2022-02-18,SSD,Storage,4113.6,2,South,CUST0907,1341.44
2021-02-14,Speaker,Accessories,3269.26,7,Central,CUST0558,1113.49
2021-07-25,Webcam,Accessories,3600.86,16,East,CUST0030,1474.33
2021-03-03,Laptop,Technology,3948.99,9,West,CUST0197,666.26
2022-02-24,Tablet,Technology,3681.86,1,North,CUST0263,1604.88
2023-05-18,Keyboard,Accessories,2285.82,12,North,CUST0408,700.78
2023-03-31,Motherboard,Technology,837.65,2,West,CUST0095,187.36
2021-01-19,Charger,Accessories,1583.17,18,Central,CUST0944,411.03
2021-12-31,Charger,Accessories,1075.87,14,West,CUST0990,179.35
2023-10-28,Printer,Office,1839.15,12,West,CUST0043,336.61
2022-03-04,Speaker,Accessories,2472.19,18,Central,CUST0762,1025.27
2022-08-03,Graphics Card,Technology,4797.28,5,West,CUST0847,872.01
2022-06-30,RAM,Components,4799.34,7,Central,CUST0036,800.3
2021-11-21,Monitor,Technology,3859.46,4,East,CUST0458,1271.62
2021-02-24,Router,Office,4901.69,13,Central,CUST0129,1298.07
2023-02-17,SSD,Storage,4990.18,16,South,CUST0519,1356.23
2023-09-19,Tablet,Technology,4432.02,16,South,CUST0044,824.72
2021-02-11,Keyboard,Accessories,443.54,19,West,CUST0061,72.41
2021-08-19,Speaker,Accessories,2158.92,4,South,CUST0538,884.55
2022-03-29,Keyboard,Accessories,2693.89,1,Central,CUST0363,718.9
2022-01-29,Headphones,Accessories,664.21,13,East,CUST0875,121.57
2022-11-22,Mouse,Accessories,4052.72,9,Central,CUST0121,851.38
2022-01-27,USB Cable,Accessories,785.98,10,North,CUST0497,142.16
2022-08-27,Phone,Technology,1947.48,6,West,CUST0158,571.44
2023-05-31,Speaker,Accessories,391.12,7,East,CUST0257,152.95
2021-03-26,Keyboard,Accessories,2646.74,16,West,CUST0575,709.45
2023-11-20,Printer,Office,3005.36,17,North,CUST0271,1009.71
2021-02-18,Mouse,Accessories,3689.13,1,South,CUST0959,1300.91
2021-03-10,Graphics Card,Technology,1730.33,9,North,CUST0311,629.19
2023-12-18,Webcam,Accessories,2973.13,14,South,CUST0313,986.07
2022-11-28,Headphones,Accessories,3684.03,15,West,CUST0117,1164.99
2022-04-24,Keyboard,Accessories,3822.07,4,West,CUST0788,1121.84
2023-03-31,SSD,Storage,1543.13,8,West,CUST0918,450.72
2021-05-27,Router,Office,385.13,15,Central,CUST0345,96.24
2023-10-13,RAM,Components,236.22,4,East,CUST0178,71.19
2022-09-01,Printer,Office,3851.9,19,Central,CUST0117,1131.37
2022-03-22,Headphones,Accessories,1957.92,3,North,CUST0676,481.31
2021-08-09,Speaker,Accessories,713.02,8,East,CUST0755,171.37
2021-04-05,Printer,Office,963.22,2,West,CUST0165,273.38
2021-09-19,Graphics Card,Technology,3842.44,8,West,CUST0174,1502.07
2023-06-16,Printer,Office,3014.56,8,West,CUST0631,676.2
2023-12-31,Tablet,Technology,2531.95,17,South,CUST0749,1021.94
2021-08-07,Webcam,Accessories,3133.89,16,North,CUST0155,1150.73
2021-04-02,RAM,Components,730.62,16,Central,CUST0659,167.0
2021-05-07,Headphones,Accessories,1629.26,16,North,CUST0595,251.15
2021-03-21,Headphones,Accessories,1901.61,7,South,CUST0784,329.07
2023-09-10,USB Cable,Accessories,1606.76,15,South,CUST0510,666.58
2023-07-05,Tablet,Technology,4328.86,17,North,CUST0310,1697.25
2022-05-01,Charger,Accessories,2928.03,3,South,CUST0725,772.63
2022-11-25,Webcam,Accessories,3660.14,1,East,CUST0737,616.77
2021-01-25,USB Cable,Accessories,1221.7,8,West,CUST0234,480.54
2021-06-05,RAM,Components,1357.17,7,Central,CUST0351,307.5
2022-09-24,Headphones,Accessories,1165.41,18,South,CUST0162,508.04
2023-12-17,Monitor,Technology,3455.5,5,Central,CUST0591,1060.39
2021-01-19,Charger,Accessories,1777.75,15,West,CUST0691,648.08
2021-08-25,Graphics Card,Technology,2055.17,7,North,CUST0292,593.01
2021-10-04,Laptop,Technology,3560.15,10,West,CUST0127,563.59
2023-01-15,Graphics Card,Technology,4860.4,16,Central,CUST0693,821.17
2022-07-06,Phone,Technology,851.28,2,East,CUST0602,376.94
2022-10-01,Mouse,Accessories,360.25,18,North,CUST0094,98.59
2021-08-25,Charger,Accessories,1014.49,15,South,CUST0446,207.92
2023-09-25,Speaker,Accessories,3688.06,19,East,CUST0927,1350.16
2021-02-24,Speaker,Accessories,1013.41,14,West,CUST0089,420.22
2022-11-15,Motherboard,Technology,2942.54,2,Central,CUST0388,677.06
2021-04-19,Webcam,Accessories,2972.07,18,Central,CUST0780,955.04
2022-01-08,Headphones,Accessories,1507.39,9,Central,CUST0249,337.08
2023-08-31,Hard Drive,Storage,390.2,1,West,CUST0181,154.82
2021-07-20,RAM,Components,2026.04,16,North,CUST0061,356.66
2023-04-29,Charger,Accessories,974.59,12,South,CUST0147,255.11
2022-05-24,Printer,Office,963.14,12,East,CUST0631,254.24
2021-10-02,RAM,Components,2636.81,19,West,CUST0696,899.36
2021-07-30,RAM,Components,3381.95,10,Central,CUST0777,688.1
2022-05-19,Printer,Office,423.3,5,South,CUST0281,123.82
2022-12-04,USB Cable,Accessories,2912.69,3,Central,CUST0566,919.28
2021-02-11,Keyboard,Accessories,1268.7,9,West,CUST0112,529.38
2021-11-11,Router,Office,3382.83,15,Central,CUST0687,1041.9
2023-02-27,Headphones,Accessories,4060.57,14,West,CUST0297,769.79
2021-11-25,Printer,Office,4044.72,11,Central,CUST0691,729.67
2023-11-07,Hard Drive,Storage,1880.81,13,West,CUST0562,803.56
2021-10-10,SSD,Storage,2857.98,7,Central,CUST0117,1268.66
2023-08-01,USB Cable,Accessories,3978.79,2,South,CUST0903,796.19
2021-09-15,Router,Office,351.01,3,South,CUST0027,131.77
2022-07-29,Hard Drive,Storage,3047.84,8,Central,CUST0432,686.42
2022-07-28,Charger,Accessories,4190.78,1,Central,CUST0879,1675.79
2022-09-04,Mouse,Accessories,1893.17,4,West,CUST0311,338.84
2023-11-09,Charger,Accessories,2304.27,13,West,CUST0703,647.81
2023-04-17,USB Cable,Accessories,3508.7,14,West,CUST0875,1153.73
2022-02-27,Webcam,Accessories,386.03,9,North,CUST0390,156.63
2023-01-28,RAM,Components,1958.9,3,Central,CUST0675,797.31
2023-02-02,Phone,Technology,1513.77,14,Central,CUST0928,310.76
2022-02-28,Headphones,Accessories,134.12,4,Central,CUST0462,59.03
2022-03-05,Charger,Accessories,1020.06,17,Central,CUST0006,348.42
2021-07-23,Headphones,Accessories,2009.62,15,West,CUST0703,698.61
2021-07-15,Hard Drive,Storage,1027.27,12,West,CUST0530,428.06
2022-12-29,Printer,Office,3031.87,14,North,CUST0159,746.11
2021-10-12,Motherboard,Technology,2270.83,19,West,CUST0308,623.49
2021-07-15,Speaker,Accessories,245.43,10,Central,CUST0656,109.34
2021-11-03,RAM,Components,1411.45,5,Central,CUST0952,218.72
2021-01-14,Speaker,Accessories,146.41,17,East,CUST0195,60.05
2023-12-17,Motherboard,Technology,1822.77,17,West,CUST0479,734.12
2022-12-24,Speaker,Accessories,1332.59,3,East,CUST0230,304.8
2023-02-19,Monitor,Technology,3456.52,16,Central,CUST0506,1370.54
2022-06-13,Motherboard,Technology,1571.66,9,West,CUST0702,391.46
2023-03-09,USB Cable,Accessories,1907.04,17,Central,CUST0337,645.9
2021-12-10,Monitor,Technology,3640.4,12,East,CUST0692,1034.1
2021-07-28,Router,Office,2430.54,2,East,CUST0133,438.47
2022-10-03,Keyboard,Accessories,2804.45,16,South,CUST0949,1173.96
2021-09-09,Tablet,Technology,4214.67,6,South,CUST0720,1321.63
2021-09-28,RAM,Components,1074.1,2,West,CUST0657,316.37
2023-07-09,Webcam,Accessories,4946.47,9,West,CUST0159,2047.09
2022-02-23,Headphones,Accessories,4505.52,5,West,CUST0272,1119.2
2023-03-06,Hard Drive,Storage,1468.44,18,West,CUST0953,471.52
2022-12-26,SSD,Storage,4470.05,18,West,CUST0533,1853.65
2022-03-09,Graphics Card,Technology,3782.08,10,West,CUST0681,956.35
2021-04-19,Laptop,Technology,4657.24,10,West,CUST0295,1807.29
2022-10-03,Mouse,Accessories,3471.12,10,East,CUST0805,1056.3
2023-12-07,SSD,Storage,3388.66,18,East,CUST0937,668.68
2022-01-14,Charger,Accessories,67.15,16,East,CUST0821,10.89
2023-08-16,Phone,Technology,2399.33,6,Central,CUST0330,883.0
2021-04-13,Keyboard,Accessories,1041.33,12,North,CUST0800,238.01
2023-06-11,Printer,Office,1654.2,4,Central,CUST0281,652.94
2023-05-04,Hard Drive,Storage,4895.14,16,West,CUST0437,1011.72
2023-11-17,Motherboard,Technology,473.23,11,North,CUST0064,151.6
2022-06-14,Webcam,Accessories,3626.31,1,East,CUST0929,645.63
2022-11-10,Phone,Technology,906.08,5,East,CUST0359,335.91
2023-09-16,Printer,Office,86.64,17,South,CUST0229,32.9
2022-03-04,Headphones,Accessories,2532.02,11,West,CUST0614,1076.02
2023-04-02,Motherboard,Technology,848.02,14,West,CUST0806,270.02
2023-07-21,RAM,Components,4829.06,9,South,CUST0247,878.56
2023-11-28,Keyboard,Accessories,1058.3,10,Central,CUST0092,421.55
2022-05-26,SSD,Storage,1000.57,4,South,CUST0847,244.31
2022-01-28,Keyboard,Accessories,209.23,2,West,CUST0648,87.85
2022-12-14,Speaker,Accessories,1682.61,6,East,CUST0001,745.99
2022-05-09,Hard Drive,Storage,169.35,3,South,CUST0970,32.13
2022-07-01,Tablet,Technology,2519.49,13,North,CUST0315,440.63
2022-08-17,Router,Office,2552.77,12,East,CUST0291,1070.33
2022-01-24,Mouse,Accessories,313.55,18,Central,CUST0246,131.59
2021-06-07,Tablet,Technology,1238.31,6,East,CUST0240,403.14
2023-10-25,Phone,Technology,4168.93,10,Central,CUST0481,1736.09
2021-06-16,USB Cable,Accessories,2339.6,6,East,CUST0272,1004.05
2023-08-18,Motherboard,Technology,2201.32,5,West,CUST0654,696.98
2022-02-13,Phone,Technology,3508.95,15,Central,CUST0517,1249.04
2021-07-13,SSD,Storage,3588.67,15,Central,CUST0848,1198.87
2021-08-23,Keyboard,Accessories,3821.71,12,South,CUST0789,773.44
2022-12-19,SSD,Storage,4160.89,9,East,CUST0314,1168.67
2023-03-27,Graphics Card,Technology,1199.64,13,Central,CUST0569,425.17
2022-02-08,Phone,Technology,378.58,16,Central,CUST0139,126.1
2023-06-12,Motherboard,Technology,1932.31,2,East,CUST0498,414.54
2022-11-09,SSD,Storage,4282.73,17,East,CUST0327,1811.29
2021-03-09,Tablet,Technology,436.24,9,North,CUST0121,168.05
2021-03-29,Keyboard,Accessories,2900.97,19,South,CUST0392,494.72
2021-08-05,Speaker,Accessories,3520.36,6,Central,CUST0465,891.44
2021-01-01,Printer,Office,2432.97,4,East,CUST0990,1091.58
2021-05-20,Keyboard,Accessories,1313.12,15,Central,CUST0910,350.53
2022-09-10,Laptop,Technology,1665.23,18,North,CUST0177,581.21
2021-05-13,Hard Drive,Storage,404.68,12,North,CUST0364,72.92
2021-06-27,Keyboard,Accessories,1498.29,12,Central,CUST0498,364.5
2023-03-21,Webcam,Accessories,269.67,17,South,CUST0161,111.81
2022-01-15,Hard Drive,Storage,3645.31,7,West,CUST0664,1105.12
2023-06-27,RAM,Components,4495.08,5,Central,CUST0967,1786.95
2022-10-20,Mouse,Accessories,3185.89,12,North,CUST0550,485.2
2022-03-26,Webcam,Accessories,3300.68,17,South,CUST0335,1154.72
2022-08-09,Phone,Technology,2387.1,2,East,CUST0050,572.85
2022-04-08,Printer,Office,822.38,4,South,CUST0747,335.72
2023-09-17,Keyboard,Accessories,88.24,2,South,CUST0089,38.23
2021-05-02,Keyboard,Accessories,1752.68,14,Central,CUST0576,624.45
2021-01-17,Monitor,Technology,3769.87,14,South,CUST0893,730.69
2021-11-23,RAM,Components,4804.14,13,East,CUST0721,1395.28
2021-11-14,RAM,Components,2183.87,17,Central,CUST0225,631.9
2023-03-20,RAM,Components,1858.69,17,North,CUST0386,741.78
2022-05-18,Headphones,Accessories,2257.49,18,East,CUST0167,650.57
2021-04-29,Motherboard,Technology,2167.49,3,Central,CUST0714,541.42
2022-12-11,Laptop,Technology,3148.11,16,Central,CUST0654,1049.6
2021-02-14,Tablet,Technology,3684.03,19,West,CUST0908,1267.77
2021-11-10,Webcam,Accessories,3935.54,6,East,CUST0337,1546.61
2022-02-22,Laptop,Technology,3265.54,6,South,CUST0590,1371.96
2022-07-10,Headphones,Accessories,2216.73,18,East,CUST0435,924.35
2021-11-22,Headphones,Accessories,4753.01,9,East,CUST0522,1606.6
2022-05-30,Webcam,Accessories,3569.55,18,West,CUST0248,1096.87
2021-08-02,Graphics Card,Technology,2161.96,6,South,CUST0044,843.96
2021-03-15,Speaker,Accessories,2260.58,9,West,CUST0487,547.14
2022-05-24,SSD,Storage,4099.01,18,West,CUST0808,1546.88
2021-11-28,Printer,Office,2230.68,16,West,CUST0477,673.29
2022-11-19,Graphics Card,Technology,2605.55,13,East,CUST0109,487.49
2022-10-19,Speaker,Accessories,1493.18,11,West,CUST0700,561.23
2023-10-25,Mouse,Accessories,4202.63,8,North,CUST0070,1447.98
2022-08-23,Printer,Office,2635.31,17,South,CUST0744,460.46
2023-12-12,Motherboard,Technology,2785.05,9,South,CUST0543,794.05
2021-11-21,Phone,Technology,4409.34,6,West,CUST0805,1304.94
2023-09-19,Monitor,Technology,4606.56,1,East,CUST0969,1594.12
2022-12-18,Motherboard,Technology,4129.76,1,Central,CUST0698,1460.06
2022-12-24,Laptop,Technology,373.58,13,Central,CUST0683,77.39
2021-10-04,Speaker,Accessories,2245.37,7,East,CUST0109,359.51
2022-06-20,Tablet,Technology,1749.49,10,West,CUST0609,679.19
2021-06-01,Webcam,Accessories,1106.9,18,West,CUST0839,491.99
2023-08-13,Keyboard,Accessories,4549.32,6,North,CUST0550,1966.24
2021-09-16,Keyboard,Accessories,4455.84,13,Central,CUST0264,1337.82
2021-11-20,Speaker,Accessories,2353.22,5,Central,CUST0290,726.39
2023-10-14,Charger,Accessories,716.08,15,South,CUST0145,307.32
2023-05-19,Printer,Office,116.16,12,West,CUST0529,36.39
2022-11-19,USB Cable,Accessories,2220.41,11,East,CUST0094,518.02
2021-11-06,Tablet,Technology,247.78,8,West,CUST0338,87.54
2023-03-14,USB Cable,Accessories,3067.3,5,West,CUST0565,899.21
2023-12-16,Speaker,Accessories,3061.62,8,North,CUST0999,1180.25
2022-09-12,Speaker,Accessories,4499.75,5,East,CUST0911,1732.37
2022-04-18,Headphones,Accessories,990.74,10,North,CUST0832,426.8
2022-04-06,Graphics Card,Technology,1888.4,15,North,CUST0621,361.34
2023-03-25,RAM,Components,4304.75,6,North,CUST0569,1318.97
2023-04-26,Hard Drive,Storage,2397.77,18,North,CUST0660,924.96
2022-10-29,Laptop,Technology,345.63,3,West,CUST0061,96.93
2021-09-19,Speaker,Accessories,598.38,9,South,CUST0537,202.29
2021-12-21,USB Cable,Accessories,4076.6,10,West,CUST0078,1610.7
2023-02-09,Laptop,Technology,3731.3,7,North,CUST0539,1089.58
2021-06-29,Phone,Technology,4385.61,19,North,CUST0431,1195.01
2021-03-07,Printer,Office,638.36,2,South,CUST0099,130.33
2023-03-31,USB Cable,Accessories,3814.06,8,Central,CUST0540,1515.57
2021-06-20,Keyboard,Accessories,3292.77,7,East,CUST0646,1280.01
2022-04-19,Printer,Office,1199.85,5,North,CUST0809,447.48
2022-06-18,USB Cable,Accessories,4870.83,4,North,CUST0315,1305.36
2022-03-15,Keyboard,Accessories,2873.26,11,West,CUST0223,933.69
2023-04-15,SSD,Storage,4539.05,10,North,CUST0846,849.69
2021-08-15,Headphones,Accessories,4302.51,1,North,CUST0189,1057.8
2022-03-18,Hard Drive,Storage,1698.97,4,East,CUST0976,476.83
2022-01-31,RAM,Components,2702.99,6,West,CUST0305,440.75
2022-12-29,Mouse,Accessories,2185.27,18,Central,CUST0876,395.7
2021-03-25,Phone,Technology,3559.93,13,North,CUST0356,1420.12
2023-11-03,RAM,Components,2960.81,13,North,CUST0773,1306.79
2022-11-24,Keyboard,Accessories,3935.02,1,Central,CUST0480,970.36
2022-05-08,Monitor,Technology,108.17,4,South,CUST0779,19.69
2023-08-28,Hard Drive,Storage,3454.58,4,Central,CUST0854,1487.6
2021-12-19,Mouse,Accessories,1629.37,18,Central,CUST0747,691.33
2023-12-17,Webcam,Accessories,1159.9,18,West,CUST0040,401.79
2021-02-09,Tablet,Technology,4016.14,18,Central,CUST0476,1010.37
2022-10-02,Monitor,Technology,491.64,15,West,CUST0114,90.35
2021-06-22,Laptop,Technology,1180.88,18,Central,CUST0326,509.96
2021-09-16,Phone,Technology,1058.48,15,North,CUST0679,451.03
2022-06-01,USB Cable,Accessories,2128.14,17,North,CUST0838,793.71
2022-12-31,Printer,Office,1645.57,5,South,CUST0622,707.87
2022-06-07,Charger,Accessories,3616.32,11,Central,CUST0532,694.07
2023-04-19,Router,Office,3511.88,16,East,CUST0230,641.88
2021-04-27,Router,Office,1661.08,2,Central,CUST0388,344.86
2021-07-03,Motherboard,Technology,2213.05,17,East,CUST0985,475.03
2021-06-11,Charger,Accessories,1079.15,1,Central,CUST0781,429.66
2022-06-27,RAM,Components,3370.63,18,West,CUST0305,1437.64
2023-04-19,Mouse,Accessories,2011.3,17,North,CUST0076,431.78
2023-12-26,Router,Office,707.49,18,East,CUST0265,204.33
2023-12-30,SSD,Storage,679.96,19,East,CUST0315,194.7
2022-03-23,Printer,Office,1645.49,5,Central,CUST0628,334.63
2022-02-20,Phone,Technology,3749.26,13,North,CUST0515,1522.22
2022-06-16,Motherboard,Technology,176.25,6,South,CUST0992,54.06
2022-03-17,Charger,Accessories,1325.98,13,East,CUST0523,424.14
2023-01-08,Tablet,Technology,854.31,18,North,CUST0261,194.38
2022-04-09,Headphones,Accessories,4784.57,4,North,CUST0931,1520.29
2022-01-31,Printer,Office,3541.14,9,East,CUST0369,1373.12
2022-12-12,Webcam,Accessories,1204.5,3,West,CUST0664,290.86
2022-01-30,Mouse,Accessories,1076.93,8,West,CUST0710,198.14
2021-11-22,Laptop,Technology,4297.25,13,Central,CUST0082,1397.52
2023-01-20,Hard Drive,Storage,991.62,11,Central,CUST0637,337.89
2023-12-30,RAM,Components,4985.44,10,North,CUST0230,1050.03
2022-10-04,RAM,Components,1447.4,11,East,CUST0646,324.93
2021-08-02,Monitor,Technology,467.45,3,West,CUST0598,91.58
2022-01-04,Mouse,Accessories,3470.16,14,North,CUST0298,1479.73
2021-02-18,SSD,Storage,3067.73,14,West,CUST0555,656.2
2023-12-12,Webcam,Accessories,4999.12,19,East,CUST0910,765.82
2021-05-13,Laptop,Technology,4020.32,4,West,CUST0716,1616.35
2023-09-26,USB Cable,Accessories,2172.74,1,South,CUST0281,849.47
2023-02-25,Motherboard,Technology,3399.23,2,Central,CUST0468,975.44
2022-01-08,Motherboard,Technology,4098.35,6,West,CUST0530,1594.87
2022-04-24,USB Cable,Accessories,2592.95,13,East,CUST0408,738.69
2023-04-12,Hard Drive,Storage,1400.71,14,East,CUST0703,304.45
2022-10-12,Speaker,Accessories,1090.02,1,South,CUST0975,302.83
2022-11-13,Headphones,Accessories,1511.64,8,East,CUST0223,447.54
2022-11-19,Motherboard,Technology,4247.94,18,South,CUST0874,648.66
2021-03-23,Monitor,Technology,1933.14,14,North,CUST0769,355.7
2021-03-28,Graphics Card,Technology,1468.99,2,West,CUST0015,605.85
2021-08-13,Hard Drive,Storage,4039.14,12,East,CUST0694,1081.39
2021-01-16,Router,Office,208.01,1,Central,CUST0546,51.89
2023-04-02,Mouse,Accessories,2990.09,15,West,CUST0180,1245.39
2021-06-12,Motherboard,Technology,4374.48,11,South,CUST0002,859.02
2022-05-29,Monitor,Technology,2079.91,18,West,CUST0932,447.38
2021-12-16,Speaker,Accessories,1383.12,17,West,CUST0151,551.01
2022-11-12,USB Cable,Accessories,2483.96,3,East,CUST0920,580.99
2021-06-30,Webcam,Accessories,3601.51,15,Central,CUST0110,1224.4
2023-01-13,Router,Office,2607.2,13,North,CUST0928,969.54
2022-10-22,Speaker,Accessories,87.81,3,Central,CUST0307,19.04
2022-05-08,Tablet,Technology,437.71,13,South,CUST0814,98.93
2023-07-12,SSD,Storage,3620.58,9,Central,CUST0397,1103.87
2021-05-08,Webcam,Accessories,2029.76,10,Central,CUST0865,786.87
2022-07-19,Motherboard,Technology,3934.64,1,South,CUST0618,1244.58
2022-07-04,Laptop,Technology,3264.98,2,Central,CUST0767,555.7
2022-03-29,Webcam,Accessories,2928.5,14,North,CUST0014,747.5
2022-04-16,Tablet,Technology,4511.81,5,West,CUST0273,1124.3
2023-09-15,Laptop,Technology,155.54,10,North,CUST0378,61.02
2023-01-08,RAM,Components,817.42,19,West,CUST0656,193.65
2021-08-12,Printer,Office,3140.66,8,West,CUST0928,1320.22
2021-06-03,Graphics Card,Technology,375.85,13,Central,CUST0207,94.15
2022-07-14,RAM,Components,3242.6,9,West,CUST0619,675.21
2021-12-17,Mouse,Accessories,4921.4,18,South,CUST0247,1535.39
2021-12-15,Headphones,Accessories,4400.1,4,North,CUST0735,1170.06
2021-07-01,RAM,Components,2975.04,8,West,CUST0780,1024.24
2022-09-29,Webcam,Accessories,4475.18,5,Central,CUST0737,1900.67
2023-10-15,Router,Office,625.53,6,Central,CUST0387,270.37
2021-06-28,Hard Drive,Storage,2300.74,5,Central,CUST0075,502.04
2023-11-29,Speaker,Accessories,2171.95,1,East,CUST0949,431.53
2023-02-11,Phone,Technology,1715.42,19,North,CUST0043,741.04
2023-06-13,Charger,Accessories,51.0,4,Central,CUST0133,20.08
2023-10-24,USB Cable,Accessories,4460.59,1,South,CUST0431,1019.26
2023-10-13,SSD,Storage,3899.65,19,Central,CUST0795,1526.66
2021-03-05,Charger,Accessories,3281.64,4,East,CUST0895,1221.81
2021-01-29,USB Cable,Accessories,688.39,14,North,CUST0436,155.62
2022-01-07,Webcam,Accessories,1922.12,14,West,CUST0056,810.63
2021-04-07,RAM,Components,4625.42,9,North,CUST0208,1140.36
2023-09-20,Tablet,Technology,3103.8,19,West,CUST0739,912.68
2021-01-21,USB Cable,Accessories,3036.88,11,West,CUST0104,1010.61
2023-01-05,Charger,Accessories,4569.98,16,Central,CUST0464,947.72
2023-12-06,Phone,Technology,2821.18,19,South,CUST0848,940.54
2021-03-07,Laptop,Technology,3008.24,4,South,CUST0470,1088.63
2022-08-26,Webcam,Accessories,1761.29,9,Central,CUST0580,317.85
2021-12-04,Printer,Office,1888.63,17,East,CUST0250,498.23
2021-05-03,Webcam,Accessories,3443.75,15,West,CUST0992,1148.9
2022-03-23,Graphics Card,Technology,1636.15,8,South,CUST0603,700.05
2022-09-03,Printer,Office,2817.58,13,North,CUST0783,1175.76
